time,symbol,timeframe,action,score,price,reasoning
2026-06-27T01:23:05.793Z,BTCUSDT,paper,OPEN_SHORT,0,59999.89,Paper LIMIT placed: 5× SHORT · margin $100.00
2026-06-27T01:22:56.120Z,BTC,4h,HOLD,13,59978.8,RSI 41.7 (+5) | MACD (+15) | Trend (-15)
2026-06-27T01:22:18.973Z,ZEC,4h,WEAK_BUY,18,419.03,MACD (+15) | Trend (-15)
2026-06-27T01:22:18.952Z,NES,4h,BUY,30,0.19723,RSI 25.9 (+20)
2026-06-27T01:22:18.639Z,FIL,4h,WEAK_BUY,18,0.742,MACD (+15) | Trend (-15)
2026-06-27T01:22:18.626Z,OP,4h,BUY,33,0.1048,MACD (+15)
2026-06-27T01:22:18.605Z,APT,4h,WEAK_SELL,-17,0.599,RSI 42.7 (+5) | MACD (-15) | Trend (-15)
2026-06-27T01:22:18.368Z,LTC,4h,WEAK_BUY,18,41.98,MACD (+15) | Trend (-15)
2026-06-27T01:22:18.274Z,NEAR,4h,WEAK_SELL,-17,1.803,RSI 31.0 (+5) | MACD (-15) | Trend (-15)
2026-06-27T01:22:18.267Z,UNI,4h,BUY,33,2.942,MACD (+15)
2026-06-27T01:22:17.913Z,BNB,4h,WEAK_BUY,18,566.3,MACD (+15) | Trend (-15)
2026-06-27T01:22:17.911Z,AVAX,4h,BUY,30,6.547,RSI 56.6 (-5) | MACD (+15)
2026-06-27T01:22:17.908Z,BCH,4h,WEAK_BUY,20,196.1,MACD (+15) | Trend (-15)
2026-06-27T01:22:17.563Z,ADA,4h,WEAK_BUY,18,0.1479,MACD (+15) | Trend (-15)
2026-06-27T01:22:17.560Z,TRX,4h,SELL,-31,0.32037,RSI 35.5 (+5) | MACD (-15) | Trend (-15)
2026-06-27T01:22:17.473Z,SOL,4h,WEAK_BUY,22,71.67,RSI 55.4 (-5) | MACD (+15)
2026-06-27T01:00:52.436Z,BTC,paper,CLOSE_LONG,0,60068.66,Paper MANUAL: ROE +9.49% on 20× LONG
2026-06-27T01:00:09.568Z,BTC,4h,HOLD,13,60061.02,RSI 42.1 (+5) | MACD (+15) | Trend (-15)
2026-06-27T00:59:02.769Z,NES,4h,BUY,30,0.1943,RSI 25.5 (+20)
2026-06-27T00:59:02.764Z,ZEC,4h,WEAK_BUY,18,420.73,MACD (+15) | Trend (-15)
2026-06-27T00:59:02.334Z,FIL,4h,WEAK_BUY,18,0.7436,MACD (+15) | Trend (-15)
2026-06-27T00:59:02.305Z,APT,4h,WEAK_SELL,-17,0.5995,RSI 42.9 (+5) | MACD (-15) | Trend (-15)
2026-06-27T00:59:02.302Z,OP,4h,BUY,33,0.1043,MACD (+15)
2026-06-27T00:59:02.025Z,UNI,4h,BUY,33,2.944,MACD (+15)
2026-06-27T00:59:02.022Z,NEAR,4h,WEAK_SELL,-17,1.805,RSI 31.4 (+5) | MACD (-15) | Trend (-15)
2026-06-27T00:59:01.994Z,LTC,4h,WEAK_BUY,18,41.87,MACD (+15) | Trend (-15)
2026-06-27T00:59:01.679Z,BCH,4h,WEAK_BUY,20,195.6,MACD (+15) | Trend (-15)
2026-06-27T00:59:01.615Z,AVAX,4h,BUY,30,6.569,RSI 57.3 (-5) | MACD (+15)
2026-06-27T00:59:01.270Z,ADA,4h,WEAK_BUY,18,0.1481,MACD (+15) | Trend (-15)
2026-06-27T00:59:01.263Z,SOL,4h,WEAK_BUY,22,71.82,RSI 55.9 (-5) | MACD (+15)
2026-06-27T00:59:01.261Z,TRX,4h,SELL,-31,0.32018,RSI 35.1 (+5) | MACD (-15) | Trend (-15)
2026-06-27T00:59:00.983Z,BNB,4h,WEAK_BUY,18,567.3,MACD (+15) | Trend (-15)
2026-06-26T17:49:58.748Z,AVAX,4h,WEAK_SELL,-25,6.221,MACD (-15) | Trend (-15)
2026-06-26T17:49:58.739Z,LINK,4h,WEAK_SELL,-25,7.249,RSI 38.7 (+5) | MACD (-15) | Trend (-15)
2026-06-26T17:49:58.728Z,DOT,4h,WEAK_SELL,-25,0.838,RSI 30.9 (+5) | MACD (-15) | Trend (-15)
2026-06-26T17:49:58.356Z,TRX,4h,WEAK_SELL,-27,0.3224,RSI 38.4 (+5) | MACD (-15) | Trend (-15)
2026-06-26T17:49:58.038Z,XRP,4h,SELL,-33,1.0387,RSI 34.2 (+5) | MACD (-15) | Trend (-15)
2026-06-26T17:49:58.029Z,ETH,4h,SELL,-33,1565.95,RSI 35.8 (+5) | MACD (-15) | Trend (-15)
2026-06-26T17:49:58.027Z,BTC,4h,WEAK_SELL,-25,60199.84,RSI 39.6 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:57:07.096Z,SLX,paper,OPEN_LONG,0,0.4127,Paper LIMIT placed: 20× LONG · margin $500.00
2026-06-26T08:52:26.884Z,OP,4h,WEAK_BUY,22,0.1062,RSI 55.2 (-5) | MACD (+15)
2026-06-26T08:52:26.881Z,FIL,4h,WEAK_SELL,-25,0.731,RSI 41.9 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:26.877Z,ARB,4h,WEAK_SELL,-25,0.0732,RSI 35.6 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:26.784Z,APT,4h,WEAK_SELL,-25,0.5954,RSI 39.3 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:26.568Z,NEAR,4h,WEAK_SELL,-25,1.816,RSI 30.1 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:26.516Z,AVAX,4h,WEAK_SELL,-25,6.221,MACD (-15) | Trend (-15)
2026-06-26T08:52:26.198Z,DOT,4h,WEAK_SELL,-25,0.838,RSI 30.9 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:26.130Z,LINK,4h,WEAK_SELL,-25,7.249,RSI 38.7 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:25.858Z,TRX,4h,WEAK_SELL,-27,0.3224,RSI 38.4 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:25.659Z,XRP,4h,SELL,-33,1.0387,RSI 34.2 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:25.656Z,ETH,4h,SELL,-33,1565.95,RSI 35.8 (+5) | MACD (-15) | Trend (-15)
2026-06-26T08:52:25.653Z,BTC,4h,WEAK_SELL,-25,60199.84,RSI 39.6 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:27.363Z,FIL,4h,WEAK_SELL,-25,0.7256,RSI 39.5 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:27.282Z,ARB,4h,WEAK_SELL,-25,0.0727,RSI 32.4 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:27.251Z,OP,4h,BUY,33,0.1034,MACD (+15)
2026-06-26T04:33:27.249Z,APT,4h,WEAK_SELL,-15,0.59,RSI 35.7 (+5) | MACD (-15) | Trend (-15) | Funding (+10)
2026-06-26T04:33:27.040Z,ATOM,4h,WEAK_SELL,-17,1.613,RSI 34.7 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.986Z,UNI,4h,WEAK_SELL,-25,2.853,RSI 43.6 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.704Z,LINK,4h,WEAK_SELL,-25,7.197,RSI 34.8 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.651Z,XRP,4h,WEAK_SELL,-18,1.031,RSI 29.0 (+20) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.648Z,BNB,4h,WEAK_SELL,-17,560.9,RSI 40.4 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.607Z,BTC,4h,WEAK_SELL,-25,59970,RSI 37.1 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.604Z,AVAX,4h,WEAK_SELL,-20,6.114,RSI 43.5 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.434Z,ETH,4h,SELL,-33,1554.24,RSI 31.8 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.292Z,ADA,4h,WEAK_SELL,-25,0.1425,RSI 35.9 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.280Z,DOGE,4h,WEAK_SELL,-25,0.07434,RSI 34.9 (+5) | MACD (-15) | Trend (-15)
2026-06-26T04:33:26.186Z,TRX,4h,WEAK_SELL,-19,0.32226,RSI 37.6 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:18.849Z,FIL,4h,WEAK_SELL,-25,0.7073,RSI 35.9 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:17.818Z,UNI,4h,WEAK_SELL,-17,2.789,RSI 39.5 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:17.770Z,LTC,4h,WEAK_SELL,-25,40.28,RSI 34.8 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:17.125Z,BCH,4h,WEAK_SELL,-25,186,RSI 40.2 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:17.102Z,LINK,4h,WEAK_SELL,-25,7.058,RSI 31.3 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:15.966Z,DOGE,4h,SELL,-33,0.07282,RSI 31.4 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:15.956Z,TRX,4h,WEAK_SELL,-27,0.32175,RSI 36.3 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:15.939Z,ADA,4h,WEAK_SELL,-25,0.1394,RSI 32.7 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:15.932Z,SOL,4h,SELL,-33,66.5,RSI 39.9 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:14.819Z,BNB,4h,WEAK_SELL,-25,554.1,RSI 35.7 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:14.808Z,BTC,4h,WEAK_SELL,-25,58635,RSI 30.7 (+5) | MACD (-15) | Trend (-15)
2026-06-26T03:06:14.251Z,BTC,paper,CLOSE_LONG,0,59000,Paper SL: ROE -15.93% on 5× LONG
2026-06-26T03:06:14.246Z,BTC,paper,CLOSE_SHORT,0,59000,Paper TP: ROE +65.54% on 15× SHORT
2026-06-25T17:18:05.826Z,ZEC,4h,WEAK_SELL,-25,401.38,RSI 35.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:05.534Z,OP,4h,BUY,36,0.1033,MACD (+15)
2026-06-25T17:18:05.520Z,ARB,4h,WEAK_SELL,-25,0.0733,RSI 31.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:05.517Z,APT,4h,WEAK_SELL,-25,0.5999,RSI 39.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:05.512Z,FIL,4h,WEAK_SELL,-25,0.7257,RSI 38.2 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:04.747Z,UNI,4h,WEAK_SELL,-25,2.85,RSI 42.2 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:04.709Z,LTC,4h,WEAK_SELL,-25,40.73,RSI 36.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:04.352Z,DOT,4h,WEAK_SELL,-25,0.854,RSI 30.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:04.350Z,LINK,4h,WEAK_SELL,-25,7.234,RSI 34.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:04.347Z,AVAX,4h,WEAK_SELL,-25,6.177,MACD (-15) | Trend (-15)
2026-06-25T17:18:04.024Z,ADA,4h,WEAK_SELL,-25,0.1432,RSI 34.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:04.021Z,DOGE,4h,WEAK_SELL,-25,0.07407,RSI 32.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:03.999Z,TRX,4h,WEAK_SELL,-27,0.32364,RSI 40.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:03.989Z,SOL,4h,SELL,-33,66.31,RSI 37.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:03.759Z,XRP,4h,WEAK_SELL,-18,1.0382,RSI 28.9 (+20) | MACD (-15) | Trend (-15)
2026-06-25T17:18:03.756Z,BTC,4h,WEAK_SELL,-25,59749.99,RSI 34.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:03.750Z,BNB,4h,WEAK_SELL,-25,556,RSI 34.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:18:03.748Z,ETH,4h,SELL,-33,1573.6,RSI 33.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.619Z,LTC,4h,WEAK_SELL,-25,40.73,RSI 36.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.615Z,UNI,4h,WEAK_SELL,-25,2.85,RSI 42.2 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.539Z,ZEC,4h,WEAK_SELL,-25,398.33,RSI 33.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.536Z,TRX,4h,WEAK_SELL,-27,0.32364,RSI 40.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.532Z,LINK,4h,WEAK_SELL,-25,7.234,RSI 34.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.448Z,ADA,4h,WEAK_SELL,-25,0.1432,RSI 34.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.418Z,SOL,4h,SELL,-33,66.31,RSI 37.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.405Z,DOT,4h,WEAK_SELL,-25,0.854,RSI 30.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.375Z,AVAX,4h,WEAK_SELL,-25,6.177,MACD (-15) | Trend (-15)
2026-06-25T17:11:51.372Z,APT,4h,WEAK_SELL,-25,0.5953,RSI 37.3 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.369Z,DOGE,4h,WEAK_SELL,-25,0.07407,RSI 32.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.366Z,OP,4h,WEAK_BUY,28,0.103,MACD (+15)
2026-06-25T17:11:51.308Z,ARB,4h,WEAK_SELL,-25,0.0731,RSI 30.7 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:51.123Z,FIL,4h,WEAK_SELL,-25,0.7208,RSI 36.7 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:44.454Z,XRP,4h,WEAK_SELL,-18,1.0382,RSI 28.9 (+20) | MACD (-15) | Trend (-15)
2026-06-25T17:11:44.452Z,BNB,4h,WEAK_SELL,-25,556,RSI 34.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:44.450Z,ETH,4h,SELL,-33,1573.6,RSI 33.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T17:11:44.393Z,BTC,4h,WEAK_SELL,-25,59749.99,RSI 34.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:28:46.336Z,BTC,paper,OPEN_LONG,0,59755,Paper MARKET filled: 20× LONG · margin $200.00
2026-06-25T16:27:25.037Z,FIL,4h,WEAK_SELL,-25,0.7272,RSI 38.7 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.939Z,ARB,4h,WEAK_SELL,-25,0.0735,RSI 31.7 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.903Z,APT,4h,WEAK_SELL,-25,0.5927,RSI 36.2 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.901Z,OP,4h,BUY,36,0.1037,MACD (+15)
2026-06-25T16:27:24.623Z,NEAR,4h,WEAK_SELL,-25,1.882,RSI 33.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.522Z,LTC,4h,WEAK_SELL,-25,40.66,RSI 35.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.519Z,XRP,4h,WEAK_SELL,-18,1.0382,RSI 28.9 (+20) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.482Z,BNB,4h,WEAK_SELL,-25,556,RSI 34.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.457Z,ETH,4h,SELL,-33,1573.6,RSI 33.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.367Z,AVAX,4h,WEAK_SELL,-20,6.138,RSI 43.6 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.364Z,DOT,4h,WEAK_SELL,-25,0.857,RSI 32.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.340Z,LINK,4h,WEAK_SELL,-25,7.241,RSI 34.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.275Z,BTC,4h,WEAK_SELL,-25,59709,RSI 33.6 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.142Z,ADA,4h,WEAK_SELL,-25,0.1438,RSI 35.3 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.109Z,DOGE,4h,WEAK_SELL,-25,0.07381,RSI 30.7 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:24.047Z,SOL,4h,SELL,-33,66.65,RSI 38.6 (+5) | MACD (-15) | Trend (-15)
2026-06-25T16:27:23.991Z,TRX,4h,WEAK_SELL,-17,0.32344,RSI 39.5 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T15:39:56.146Z,RRAM,4h,HOLD,10,27.632,
2026-06-25T15:39:55.225Z,ZEC,4h,WEAK_SELL,-25,396.3,RSI 33.3 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:39:54.902Z,OP,4h,BUY,31,0.103,MACD (+15)
2026-06-25T15:39:54.854Z,ARB,4h,WEAK_SELL,-25,0.0729,RSI 30.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:39:54.832Z,FIL,4h,WEAK_SELL,-15,0.7182,RSI 36.3 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T15:39:54.791Z,APT,4h,WEAK_SELL,-15,0.582,RSI 33.2 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T15:39:54.458Z,LTC,4h,WEAK_SELL,-25,40.25,RSI 32.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:39:54.236Z,LINK,4h,WEAK_SELL,-25,7.178,RSI 32.6 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:39:54.209Z,AVAX,4h,WEAK_SELL,-20,6.106,RSI 42.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:39:53.872Z,ADA,4h,WEAK_SELL,-25,0.1423,RSI 33.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:39:53.727Z,TRX,4h,WEAK_SELL,-17,0.32316,RSI 38.7 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T15:39:53.688Z,SOL,4h,WEAK_SELL,-25,65.88,RSI 35.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:39:53.611Z,BTC,4h,WEAK_SELL,-15,59255.68,RSI 31.3 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T15:39:53.391Z,ETH,4h,WEAK_SELL,-23,1559.2,RSI 31.6 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T15:39:53.353Z,BNB,4h,WEAK_SELL,-25,553.1,RSI 32.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:21:22.085Z,BTC,4h,WEAK_SELL,-15,59245,RSI 31.2 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T15:21:00.899Z,BTC,15m,SELL,-31,59245,RSI 33.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T15:20:58.941Z,BTC,1d,WEAK_BUY,15,59245,RSI 32.6 (+5) | MACD (+15) | Trend (-15) | BB (+10)
2026-06-25T15:20:55.346Z,BTC,1h,WEAK_SELL,-20,59259.99,RSI 35.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:59.385Z,ZEC,4h,WEAK_SELL,-25,398.11,RSI 33.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.891Z,OP,4h,WEAK_BUY,16,0.1026,MACD (+15) | Trend (-15)
2026-06-25T14:59:58.803Z,FIL,4h,WEAK_SELL,-25,0.7211,RSI 36.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.773Z,ARB,4h,WEAK_SELL,-25,0.0733,RSI 31.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.770Z,APT,4h,WEAK_SELL,-15,0.59,RSI 34.8 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T14:59:58.670Z,LTC,4h,WEAK_SELL,-25,40.36,RSI 33.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.586Z,NEAR,4h,WEAK_SELL,-25,1.861,RSI 30.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.233Z,BTC,4h,WEAK_SELL,-25,59472.9,RSI 32.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.197Z,ETH,4h,SELL,-33,1568.5,RSI 32.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.195Z,BNB,4h,WEAK_SELL,-25,553.1,RSI 32.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.193Z,AVAX,4h,WEAK_SELL,-20,6.125,RSI 43.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:58.125Z,LINK,4h,WEAK_SELL,-25,7.188,RSI 32.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:57.982Z,ADA,4h,WEAK_SELL,-25,0.1428,RSI 33.6 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:59:57.926Z,TRX,4h,WEAK_SELL,-17,0.32327,RSI 38.9 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T14:59:57.923Z,SOL,4h,SELL,-33,66.36,RSI 37.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:23:05.073Z,ARB,4h,WEAK_SELL,-25,0.0734,RSI 31.3 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:23:04.920Z,ZEC,4h,WEAK_SELL,-25,396.01,RSI 33.2 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:23:04.912Z,NEAR,4h,WEAK_SELL,-25,1.868,RSI 30.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:23:04.888Z,OP,4h,WEAK_BUY,16,0.1025,MACD (+15) | Trend (-15)
2026-06-25T14:23:04.879Z,LTC,4h,WEAK_SELL,-25,40.37,RSI 33.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:23:04.783Z,APT,4h,WEAK_SELL,-15,0.5923,RSI 35.3 (+5) | MACD (-15) | Trend (-15) | BB (+10)
2026-06-25T14:23:04.748Z,AVAX,4h,WEAK_SELL,-20,6.141,RSI 43.5 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:23:04.733Z,FIL,4h,WEAK_SELL,-25,0.7227,RSI 37.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:23:04.180Z,BTC,paper,CLOSE_SHORT,0,60850,Paper TP: ROE +1.80% on 5× SHORT
2026-06-25T14:22:57.337Z,DOT,4h,WEAK_SELL,-25,0.887,RSI 38.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:22:57.334Z,AVAX,4h,WEAK_BUY,23,6.503,RSI 56.2 (-5) | MACD (+15)
2026-06-25T14:22:57.329Z,LINK,4h,WEAK_SELL,-25,7.487,RSI 41.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:22:56.276Z,DOGE,4h,WEAK_SELL,-25,0.07697,RSI 37.9 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:22:56.256Z,SOL,4h,WEAK_SELL,-29,68.81,RSI 45.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:22:55.281Z,XRP,4h,SELL,-33,1.0798,RSI 38.0 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:22:55.269Z,ETH,4h,WEAK_SELL,-23,1647.7,RSI 43.7 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:22:55.267Z,BTC,4h,WEAK_SELL,-25,61673.21,RSI 42.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T14:22:55.263Z,BNB,4h,WEAK_SELL,-25,568.4,RSI 41.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:29.513Z,ARB,4h,WEAK_SELL,-25,0.0768,RSI 39.2 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:29.289Z,FIL,4h,WEAK_SELL,-20,0.7584,MACD (-15) | Trend (-15)
2026-06-25T10:10:29.281Z,APT,4h,WEAK_SELL,-20,0.6352,MACD (-15) | Trend (-15)
2026-06-25T10:10:29.250Z,OP,4h,WEAK_BUY,25,0.1067,RSI 58.8 (-5) | MACD (+15)
2026-06-25T10:10:28.884Z,NEAR,4h,BUY,30,1.949,RSI 38.0 (+5) | MACD (+15) | Funding (+10)
2026-06-25T10:10:28.858Z,LTC,4h,WEAK_SELL,-15,41.84,RSI 42.1 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:28.824Z,ATOM,4h,WEAK_SELL,-25,1.659,RSI 31.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:28.771Z,UNI,4h,BUY,33,2.958,MACD (+15)
2026-06-25T10:10:28.588Z,LINK,4h,WEAK_SELL,-25,7.487,RSI 41.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:28.586Z,AVAX,4h,WEAK_BUY,23,6.503,RSI 56.2 (-5) | MACD (+15)
2026-06-25T10:10:28.511Z,BNB,4h,WEAK_SELL,-25,568.4,RSI 41.4 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:28.508Z,BTC,4h,WEAK_SELL,-25,61673.21,RSI 42.8 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:28.461Z,ETH,4h,WEAK_SELL,-23,1647.7,RSI 43.7 (+5) | MACD (-15) | Trend (-15)
2026-06-25T10:10:28.421Z,DOT,4h,WEAK_SELL,-25,0.887,RSI 38.0 (+5) | MACD (-15) | Trend (-15)